"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1920 08 21",28,50,"while the number continues to be as large as] formerly, the character has changed during past years, there being, because of the better control abroad, fewer exclusion cases, but the warrant cases have greatly increased by reason of the many aliens found unlawfully in the united states against whom deportation proceedings are instituted.",53,"s6672",TRUE,"keyword",1
"1920 08 21",28,50,"cases reviewed under the system of review which has been devised for purpose of checking and safeguarding the legal rights of aliens who are excluded at the ports and appeal to the secretary of labor, and aliens; for whom warrants of arrest after entry are issued, 32,970 cases were j reviewed and decisions rendered during the past year.",59,"s6673",TRUE,"keyword",1
"1920 08 21",21,15,"we 1 therefore recommend that not only should our organizations be possessed of the necessary finance with which to buy needed materials but that they also secure all information and data available of the source and supply of materials so that should such an unfortunate and to our way of thinking undesirable situation arise that we would be able to meet it promptly, effectively and efficiently, by going into the building contracting business.",73,"s5594",TRUE,"keyword",0
"1920 08 21",21,15,"your ways and means committee also begs to call your attention to the fact that certain would-be disrupters of labor are spreading broadcast the statement that they arc going into politics as never before for the purpose of securing legislation adverse to tli welfare of the common people and for the purpose of so controlling political jobs and politicians as to enable them to use the force and power of local, state and national government officers against organized labor.",80,"s5595",FALSE,"random",0
"1920 10 02",52,9,"the state anti-alien law also provides a possible fine of $lo a day per man for each alien employed on projects financed by public monies.",26,"s10711",TRUE,"keyword",1
"1920 10 02",13,15,"the editors of the appeal to reason, of solidarity and of other papers have been jailed, strikers have been deported, workmen in search of jobs locked up as vagrants, active union men kidnaped, or indicted on trumped-up charges.",39,"s2969",TRUE,"keyword",0
"1920 10 02",5,10,"steps have been taken with the view of forming the warehousemen of montreal into a strong federal union.",18,"s1330",FALSE,"random",0
"1920 10 02",5,10,"a strike has occurred in the silk mills at privas, france, growing out of the industrial depression consequent upon the russo-japanese war.",23,"s1336",TRUE,"keyword",0
"1920 11 13",28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,"s6677",TRUE,"keyword",0
"1920 11 13",28,50,"the man who neglects the union label in his buying is giving aid and comfort to the enemy.number of aliens naturilized increasesduring the past fiscal year, said james j.",30,"s6685",TRUE,"keyword",0
"1920 11 13",13,15,"upon motion made by the secretary, unanimously concurred in by the council, it was ordered that a protest against the atrocities, outrages and abridgement of freedom of speech and freedom of assembling committed by the san diego authorities and insisting that the provisions of the constitution of california guaranteeing citizens the right of freedom of speech and freedom of assembling be enforced in san diego county, which is vet supposed to be a political subdivision of the state of california.",80,"s2917",FALSE,"random",0
"1920 11 13",52,15,"this meeting was originally scheduled to be held in reno, nevada, but all reservations were cancelled when the legislature of that state passed a drastic piece of anti-labor legislation.",30,"s10825",FALSE,"random",0
"1920 11 13",69,25,"the convention was held in san francisco’s civic auditorium, with labor federation president albin gruhn presiding.",17,"s11828",FALSE,"random",0
"1920 11 20",30,11,"wage increases of from 2to 5 cents an hour have been ured by 11,000 shop employees of the union pacific system.1 lie house, by a vote of 190 to 152, postponed for one year the j effective date of the national-origin quota of the 1 c >24 immigration act.",52,"s7567",FALSE,"random",0
"1921 02 19",69,25,"more than half of sons of solons are deferredof the 234 sons of senators and representatives of draft age since the united states became militarily involved in vietnam, 118 more than half have received deferments, according to the congressional quarterly, which compiled the statistics at therequest of the new republic.",50,"s11851",FALSE,"random",0
"1921 02 19",28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,"s6677",TRUE,"keyword",0
"1922 01 07",84,15,"robert gilmore of the san mateo building trades council and art santos of plumbers l.u.",16,"s12512",FALSE,"random",0
"1922 01 07",28,50,"there were, however, 10,165 applications on | file in the bureau from aliens desiring to make declarations of indention which were under investigation at the end of the year.",29,"s6688",TRUE,"keyword",0
"1922 01 07",18,6,"the court has doubtless examined the briefs on file and can readily see that the questions involved upon this appeal are so complex and so numerous — justice conrey —the court thinks the usual hour will suffice.",36,"s4460",FALSE,"random",0
"1922 04 29",18,6,"nealon appeared before the council, the rules being suspended, and spoke at length on senate bills no. 378 which provides for s2so,(xx) for the san francisco normal school to be remodeled and constructed on the old site; no. 377 which provides for a state tuberculosis institution, and no. 379 which provides for a $2o a month pension for all deserving and destitute workers who are more than sixty-five years of age.",73,"s4503",FALSE,"random",0
"1922 04 29",28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,"s6677",TRUE,"keyword",0
"1922 04 29",33,7,"we believe that this policy is not in accord with the best american tradition, or with the best interests of education,” declares the petition.",24,"s8323",FALSE,"random",0
"1922 04 29",33,7,"surely the lot of the hard-handed laborer is pitiable enough without having harsh judgments passed upon him. j to be wholly sacrificed in other men’s happiness; to be made a j mere human tool; to have every faculty subordinated to the sole function of work —this, one would say, is alone a misfortune, needing all sympathy for its mitigation.",61,"s8337",FALSE,"random",0
"1922 04 29",33,7,"i looked at the wistful little face, pale under its tan, dark circles under the eyes, and my' heart ached for that poor, tired baby.",25,"s8375",FALSE,"random",0
"1922 04 29",21,40,"hatters report that they do not expect any trouble with their new bill of prices, that the knox hat is as non-union as the stetson hat, that they request a stronger demand for their union label.",37,"s5718",FALSE,"random",0
"1922 06 10",68,21,"the committee comments: “under the employee-manage-ment cooperation program established by executive oi'der 10988, labor oi'ganizations of fedeial employees have gi’own signi f i c a n tly in size and strength, and all should meet the same requii'ements with respect to reporting and disclosui’e, bonding and administrative piactices as their counterparts in the private sector.”",62,"s11470",FALSE,"random",0
"1922 06 10",5,10,"last year in austria, thirteen factories were closed by the inspectors because the factory laws were not obeyed.",18,"s1337",FALSE,"random",0
"1922 06 10",5,10,"it is estimated that the port of i vancouver will lose between $150,000 j and $200,000 per annum by the enforcement of the increased head tax on chinese.",30,"s1338",TRUE,"keyword",1
"1922 07 29",5,10,"patents taken through munn jk co. receive special notice, without charge, in the scientific american.",15,"s1391",FALSE,"random",0
"1922 07 29",32,2,"the congressman-elect said states can prohibit corporation farming by making it illegal for corporations to own real estate beyond the corporate limits of cities.free medical aidchicago.—free medical aid for unemployed during the coming winter is being arranged by the chicago medical society.",45,"s7995",TRUE,"keyword",0
"1923 07 21",84,1,"well, the democrats were at each other’s throats again, hubert humphrey from minnesota and lyndon johnson were the front runners, then there was stuart symington and a young senator from massachusetts, whose father had been ambassador to england under roosevelt, named john fitzgerald kennedy.",45,"s12389",FALSE,"random",0
"1923 09 15",27,28,"in 1920, according to the department of labor, the purchasing power of union wages was still 4.6 per cent below' the 1913 standard by the end of 1921, the workers had so far improved their position that they were able to purchase 15.8 per cent more.",48,"s7079",FALSE,"random",0
"1923 09 15",21,40,"shoe clerks report that the firm of price and pecham in the examiner building handling the packard shoe was unfair to them by staying open after six o’clock, that if anyone found a clerk passing his working card to another clerk to use, to report that to them as they would appreciate it; also some haberdashery stores on powell street are refusing to close at 6 p. m.",69,"s5720",FALSE,"random",0
"1923 09 15",21,40,"to hoyt’s mission street at 22nd market street at 7th fillmore street at geary hoyt's doughnuts and coffee tel.",21,"s5741",FALSE,"random",0
"1923 09 15",38,7,"it has instigated the organization of extralegal strikebreaking, vigilante groups such as the flint alliance and the citizens’ league of anderson, resulting in illegal violence against the unionists and denial of their rights of free speech and assemblage.",38,"s8568",TRUE,"keyword",0
"1923 09 15",18,2,"he said that it was in the highest degree unamerican for th; united states to permit an influx of alien immigrants, which would make the process of assimilation and amalgamation of the country’s foreign population more difficult.",38,"s4214",TRUE,"keyword",1
"1923 09 15",7,2,"but upon the milky breast of, llr 1 ’ < -vi- ' 1' -soqd- lifts’ - -greedy cancer, the chinese schirrous.",17,"s2024",TRUE,"keyword",1
"1923 11 17",28,51,"the injunction is used to make the union illegal and to outlaw its activity by judicial decree —to penalize through equity procedure acts and agencies that are legal according to law as enacted by our law-making bodies.",38,"s6791",TRUE,"keyword",0
"1924 02 02",7,2,"i thought that ] ‘chinatown’ in frisco, was a low lying tract covered with thatched shanties, but it is one o fthe finest quarters of the city, which was solidly built with business houses, and sheltered thousands of white laborers.",39,"s2027",TRUE,"keyword",1
"1924 05 24",52,11,"because of the nature of telephone work, nearly two out of every three telephone people are women a high percentage.",20,"s10519",FALSE,"random",0
"1924 05 24",32,20,"“we have no right to interfere with the kind of government set up in any foreign land, but we resent any alien interference with our own domestic institutions.",28,"s7336",TRUE,"keyword",1
"1924 05 24",17,38,"“the columns and arches extend front the ground to the top of the second story, 'rite floors of corridors will be of marble, and the woodwork of the building will be finished in oak.",34,"s4282",FALSE,"random",0
"1924 05 24",5,20,"it is almost positively assured that there will be no trouble in the building trades this year.",17,"s1545",FALSE,"random",0
"1924 05 24",12,45,"“all that w'e have at the moment to say is that an insidious and subtle system of alien slavery, existing upon california soil to the detriment of california men, is not consistent with the story of the state, with its early ideals, nor with the domestic policy of this nation.",51,"s2827",TRUE,"keyword",0
"1924 05 24",85,15,"bombassaro, resident and secretary-treasurer of the tile, marble, terrazzo, finishers, shipworkers and granite cutters international union, afl-cio and 12th vice resident of the building and con-struction trades department, has moved upward quickly in his 26 years in the trade union movement a native of pennsylvania, he joined local 420 of the international union in 1959 after serving in the united states marine corps.",66,"s12544",TRUE,"keyword",0
"1924 05 24",51,45,"raise ratewashington. - minimum wage rate for employees in the hosiery industry in puerlo rico goes up to 40c an hour as of nov.",23,"s10267",FALSE,"random",0
"1924 08 23",12,11,"that the asiatics were not a class of people who would assimilate with americans, but lived to themselves, traded among themselves, as they conducted their own stores, and the money which they made was sent back to the land of their nativity, thus taking it out of local channels; giving nothing in exchange for what they took.",57,"s2677",TRUE,"keyword",1
"1924 11 22",27,28,"but the goods, the merchandise, houses, furniture, etc., are worth no more than before the people came.",17,"s7102",FALSE,"random",0
"1924 11 22",27,28,"entered at the postoffice at san francisco, calif., on august 20, 1901, as second-class matter.",16,"s7175",FALSE,"random",0
"1924 11 22",49,28,"that is, it was a hearing in the sense that three officials listened to him.",15,"s10337",FALSE,"random",0
"1924 12 27",23,23,"in doing so they drove from the sea nearly all worth-while native americans that had come to sea.",19,"s6064",TRUE,"keyword",0
"1924 12 27",23,23,"the great advantage of this report, from the operator’s viewpoint, lay in the fact that the national coal association nowhere was quoted as authority for the associated press statements, the associated press making them on its own responsibility.",39,"s6082",FALSE,"random",0
"1924 12 27",23,23,"it was defeated by more than a two-to-one vote.rail merger illegalthe united states supreme court has ordered the southern pacific railroad to separate itself from ownership and control of the central pacific railway.",36,"s6110",TRUE,"keyword",0
"1924 12 27",7,7,"i stand here to declare, and to advise, that we sb»h *taiul upon our right as a sovereign people to legislate for ourselves-with a view, exclusively, or at least primarily, to our own interests as a nation, regardless of how our actions in that matter may affect the interests of any other people in any other country, or even of our own people, who have expatriated themselves to other countries.",72,"s1883",FALSE,"random",0
"1925 01 03",7,7,"the american people have no business—the american government has no business—to assume the right to uphold any element, whether that element be clothed in the garb of the church, or be operating under any other auspices, or to any other end—in an effort to compel the people of china, or any other country, to accept teachings which to them are obnoxious or undesirable.",66,"s1889",TRUE,"keyword",0
"1925 01 03",7,7,"if we do not make that declaration now, we may find outselves forced to make it under some species of pressure, in a situation of great difficulty, and when we may not be able to secure a fair, impartial hearing among the people of our own country-, or of other countries, and it should be our care to anticipate such a complicated or difficult situation, and to say now, in the calmest and .most mature judgment, just exactly what our position is in this matter of the relations, or the threatened rupture of peaceful and honorable relations, between our own government and the government iff china.",106,"s1903",FALSE,"random",0
"1925 03 28",20,19,"men of affairs left the helm of their business to subordinates and gave invaluable services to the country which was quite unable to remunerate them in due measure.",28,"s5491",FALSE,"random",0
"1925 03 28",70,3,"tickets for the dinner are also $2.50, and both dinner and show tickets are available from the church and at the door.",23,"s11574",FALSE,"random",0
"1925 05 02",70,3,"telephone 986-6119 approved for payment by union health plans and for industrial accident injuries2organized labormon., may 10, 1971",19,"s11583",FALSE,"random",0
"1925 05 02",15,41,"worked and spoke before the legislature for the enactment of an antialien land ownership law.",15,"s3716",TRUE,"keyword",1
"1925 06 13",3,27,"a rough platform had been built for the purpose and twenty-five yards of carpet ready to lay was in evidence waiting for the skilled and nimble hands.",28,"s506",FALSE,"random",0
"1925 06 13",7,2,"now remember that this population of forty thousand has in it not a dozen wives, not a dozen families, forty thousand white laborers would represent one hundred and sixty thousand population.",31,"s2033",TRUE,"keyword",0
"1925 06 13",15,41,"neither does it deny anyone the right to paint the most fantastic future or gaze on the most glorious of goals.",21,"s3696",FALSE,"random",0
"1925 06 13",88,7,"“cal-osha would have had inspectors swarming all over a disaster like that within minutes,” denton continued.",17,"s12720",FALSE,"random",0
"1925 08 08",18,32,"when this mixture is in the form of a moist dough additional flour may be added gradually in small quantities.",20,"s4770",FALSE,"random",0
"1926 05 29",41,20,"apparently the only country in the world which dares to defend the nazi invasion of norway and denmark is soviet russia.",21,"s9238",TRUE,"keyword",0
"1926 05 29",18,32,"désepte, secretary.washing muddy skirts.to make a muddy skirt wash easily and look white, take some sour milk, dilute with water and soak the skirt in it over night; then wash in the usual way.",36,"s4825",FALSE,"random",0
"1926 05 29",2,27,"the sneaking, crying wretch who would take the place of a unionist while he is in lawful revolt against oppression and tyranny would take sides with an army of invasion and assist in the devastation of his country; and if it is a case with him of joining the union or starve, why, damn it, let him starve; that’s his business, and for the sake of the world and humanity he is better good and dead.",77,"s483",TRUE,"keyword",0
"1926 05 29",2,27,"of such things, therefore, until the proper time arrives the men become suspicious, as they partake of the nature of charity, and honest workmen resent anything of such a nature.",30,"s513",FALSE,"random",0
"1926 05 29",33,49,"in this same case, more than $200,000 was involved, although the actual complaint filed with the registrar reflected only a small amount and involved only one of the twelve houses.",31,"s8511",FALSE,"random",0
"1926 05 29",33,49,"this is predicated upon the fact that in many cases where warrants were issued the unscrupulous contractors have completely eluded detection or arrest and apparently are no longer in california.",30,"s8532",FALSE,"random",0
"1926 05 29",6,45,"what further information is contained in the “returned papers” may be summed up as follows: the japanese are extremely clannish, one gang” having but little in common with other “gangs” except that' they combine to get employment from the white laborer.",41,"s1811",TRUE,"keyword",1
"1926 05 29",6,3,"“a man’s a man for a’ that, and a’ that”; but, just the same, his occupation and wealth —or want of it' —determine his social standing.",27,"s1914",FALSE,"random",0
"1926 05 29",7,2,"irish upon the chinese.look on this. banquet tendered our disd chinese visitors on satur- ” ' ""-r«wtomptly rjf san :hange off th e next atl to tiding wle olgreat and cy° ur t sobotli chinin a wi a nd le in flieve a we omes fr( w hen intend trne 'dy of . basis simply ot her > that s it of front realize * take itjntry in of satjusted ovei touncingroy tz and that ve stotferal >[ salt nentiovmer\nge'f r iend »'bile i s on •eld- grace •name of >upp) the ■e- net.",92,"s2021",TRUE,"keyword",0
"1926 06 12",7,2,"irish mtatives - press, e and ko üblican •v busint-wa had d in th restric- ° h ofte lead, ""onancisco ued his .he day. in the iuestion. on this ing man chinese mocratic .ieiiberatfcfcame here . ,v that now rtow it then) tv., but for an -t the chinese ’ealized this fair woof thespiritual and the beauty of the fleshly elements, garlanded with flowers, hair given to the zephyrs, with face kissed by venus into an inaffable loveliness.",76,"s2023",TRUE,"keyword",0
"1926 06 12",18,2,"he said that it was in the highest degree unamerican for th; united states to permit an influx of alien immigrants, which would make the process of assimilation and amalgamation of the country’s foreign population more difficult.",38,"s4214",TRUE,"keyword",1
"1926 07 10",2,24,"geopoe goodman patentee and manufacturer of artificial stone schillingers patent side walk, garde» walk a specialty also concrete foundation* office, 307 montgomery ht.",23,"s471",FALSE,"random",0
"1926 07 10",6,45,"what further information is contained in the “returned papers” may be summed up as follows: the japanese are extremely clannish, one gang” having but little in common with other “gangs” except that' they combine to get employment from the white laborer.",41,"s1811",TRUE,"keyword",1
"1926 07 10",34,48,"in virginia, scene of continuous military operations throughout the civil war, 400 men are busy at the fredericksburg and spotsylvania county battlefields memorial established to commemorate the engagements of fredericksburg, spotsylvania court mouse, the wiliderness and chancellorsville where some of the fiercest fighting of jthe conflict occurred.",47,"s8702",FALSE,"random",0
"1926 08 14",2,1,"the student of modern industrial development can sit on the fence and watch the interesting struggle that is beginning between centralized capital and the little middle class and “buckeye” manufacturers, who cling to their insignificant capital like grim death to a dead ethiopian, and who are the hardest fighters to uphold the competitive and wage-slave system by voting for capitalism’s parties and often forcing their employees to do the same.how to make early closing a success.the call directs attention to what is claimed to be the main obstacle to the success of the early-closing movement, which is that while white labor unions pass strong resolutions in its favor, their families persistently do their shopping in the evening, thus offering a premium for doing exactly what the unions denounce.",133,"s304",TRUE,"keyword",1
"1926 08 14",5,20,"according to the national metal trades association, such an act on his part would not be freedom, but rather license.",20,"s1518",FALSE,"random",0
"1926 08 14",5,20,"is there so much difference between an agent for and a contractor on behalf of the government that it should be legal for one and illegal for the other?",29,"s1534",TRUE,"keyword",0
"1926 08 14",5,20,"patterson, of colorado, was sustained, and the following sections regarding chinese exclusion were passed and made a part of the general deficiency bill: chinese exclusion.",25,"s1539",TRUE,"keyword",1
"1926 08 14",5,20,"that section 1 of the act of congress approved april 29, 1902, entitled “an act to prohibit the coming into and to regulate the residence within the united states, its territories, and all territory under its jurisdiction, and the district of columbia, of chinese and persons of chinese descent,’ is hereby amended so as to read as follows: “all laws in force on the 29th day of april, 1902, regulating, suspending, or prohibiting the corning of chinese persons or persons of chinese descent into the united states, and the residence of such persons therein, including sections 5,6, 7,8, 9, 10, 11 13 and 14 of the act entitled ‘an act to prohibit the coming of chinese laborers into the united states,’ approved september 13, 1888, be and the same are hereby re-enacted, extended, and continued, without modification, limitation, or condition; and said laws shall also apply to the island territory under the jurisdiction of the united states, and prohibit the immigration of chinese laborers, not citizens of the united states, from such island territory to the mainland territory of the united states, whether in such island territory at the time of cession or not, and from one portion of the island territory of the united states to another portion of the said territory; provided, however, that said laws shall not apply to the transit of chinese laborers from one island to another island of the same group; and any islands within the jurisdiction of any state or the district of alaska shall be considered a part of the mainland under this section.”",265,"s1540",TRUE,"keyword",1
"1926 08 14",5,20,"entered at the postofflce at san francisco, cal., as second-class matter, august 20, 1901.",15,"s1579",FALSE,"random",0
"1926 08 14",12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,"s2797",TRUE,"keyword",1
"1926 12 04",12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,"s2797",TRUE,"keyword",1
"1926 12 04",12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,"s2797",TRUE,"keyword",1
"1926 12 04",12,45,"either his competitor’s standard of comfort must be raised or his own standard of comfort must be lowered.",19,"s2821",FALSE,"random",0
"1927 04 02",51,45,"3 jack mullane, james newsom, employees of btt, 200 guerrero st. cigar counter, who were so kind to help us with signs and display of our t-v set in the building.",32,"s10289",FALSE,"random",0
"1927 04 16",51,45,"8— do you make it a point to find out how your elected represtnatives vole on important legislation?",18,"s10293",TRUE,"keyword",0
"1927 05 07",39,38,"non-partisan political policy in securing protective legislation were nullified by court decisions and injunctions outlawing strikes and holding that agreements between unions and employers were conspiracies in restraint of trade, and consequently illegal under the anti-trust laws.",39,"s8765",TRUE,"keyword",0
"1927 05 14",41,20,"but it was somewhat encouraging to note that vincente lombardo toledano, the red dictator of mexican labor and a pal of john l.",23,"s9249",FALSE,"random",0
"1927 05 14",80,4,"section eleven-c of the osha law makes it illegal for your employer to do any of the following as punishment for exercising your osha rights: • fire you. • demote you. • assign you to an undesirable job or shift. • take away your seniority. • deny you a promotion. • deny you benefits you’ve earned, such as sick leave or vacation time. • spy on you. • harass you.",64,"s12359",TRUE,"keyword",0
"1927 06 18",7,43,"softens water, cleanses the most delicate fabrics without injur-’ and leaves the hands soft and white.",16,"s2181",FALSE,"random",0
"1927 06 18",7,43,"we have the best tools made for every purpose, including mum tools the world's highest standard of quality.",19,"s2182",FALSE,"random",0
"1927 06 18",24,46,"to preserve freedomthe idea, of the declaration of independence is that mankind has certain inalienable rights, and among these are the rights of life, liberty and the pursuit of happiness.",30,"s5581",TRUE,"keyword",0
"1927 07 02",12,11,"but the visit was for the purpose of learning something, and anyone who talks very long without gaining some information from the president of the asiatic exclusion league is either dull of comprehension or has a desire to be willingly ignorant.",41,"s2657",TRUE,"keyword",1
"1927 10 15",28,27,"it is the extra quality that we can put into our shirts because we make therm that has made eagleson & co. famous for its one shirts, and enables us to guarantee every one unconditionally.",34,"s6601",FALSE,"random",0
"1927 12 10",12,11,"it was no surprise, therefore, when these men and others jumped at hasty' conclusions when the president proposed the new treaty with japan, and it was taken for granted that the bars would be thrown down for the immigration to this country of the japanese laboring class.",47,"s2661",TRUE,"keyword",1
"1927 12 10",51,45,"remodeling, restyling of old garments will be taught as well as fashioning garments of new material.",16,"s10265",FALSE,"random",0
"1927 12 10",17,38,"industrial absolutism is not merely impossible in this country at the present time, but is most undesirable.",17,"s4302",TRUE,"keyword",0
"1927 12 10",17,38,"it is in the main peaceful, and to a considerable extent silent, but there is felt to-day very widelv the inconsistency in this condition of political democracy and industrial absolutism.",31,"s4318",FALSE,"random",0
"1927 12 10",51,45,"we have a choice of candidates and propositions on which we can express our opinion.",15,"s10254",FALSE,"random",0
"1927 12 10",30,11,"fill in the blank form below and forward it to the organized labor publishing company, 1122 mission street, san francisco.",20,"s7582",FALSE,"random",0
"1927 12 10",52,11,"yet back of all this our government is supposed to be a democracy, where the actual will of the people, as expressed by the majority, should be the real foundation of our laws.",33,"s10439",FALSE,"random",0
"1927 12 10",52,11,"* * * * * * report of salary survey for city electrical workers after intensive activities on the part of local union no. 6 in behalf of its members employed by the city and county of san francisco, in the recent salary standardization proceedings, the final wage adjustments resulted as follows: present amended maximum maximum e2—line inspector $470 per mo. $490 per mo.",59,"s10478",FALSE,"random",0
"1927 12 10",39,38,"additional guarantees against alien sounds are lead-lined doors that weigh t>oo pounds apiece and two-inch pads of fibre glass in the walls and ceilings.",27,"s8784",TRUE,"keyword",0
"1927 12 10",44,51,"woll are appreciative messages from the greek, the yugoslav, the chinese and the russian relief societies, and from war prisoners' aid, the special division set up by the ymca to work with american servicemen now held by the enemy in prison camps.prices hiked to cover wageincreasesmaximum prices on processed fruits and vegetables of the 1943 season are to be increased to compensate for wage increases for processors approved by the \\ lb or required under the fair labor standards act, announces opa.",82,"s9539",TRUE,"keyword",0
"1927 12 10",1,15,"it would be better if no sugar beets were raised than to have them under such conditions.",17,"s122",FALSE,"random",0
"1927 12 10",1,15,"such a law has become a necessity not only on the grounds set forth in the policy of chinese exclusion, but because of additional reasons resting in fact that the assumed virtue of the japanese, i. e., their partial adoption of american customs, makes them the more dangerous as competitors; and be it further resolved, that a copy of thse resolutions be forwarded to the representatives and senators of california, with a request for their immediate action thereon.dangerous competitors.speech delivered by attorney cleveland l.",86,"s124",TRUE,"keyword",1
"1927 12 10",65,13,"(16) and for such other acts and conduct which shall be considered inconsistent with the duties, obligations and fealty of a member, officer or subordinate body of this brotherhood.",29,"s11045",FALSE,"random",0
"1927 12 10",14,15,"truman investment co., san francisco 785 market street a fair independent newspaper the call nev* management capital and labor work hand in hand in “pacific service” j.",27,"s3024",FALSE,"random",0
"1927 12 10",42,15,"new business the business representative of the council stated that a communication has been received from the labor commissioners office stating that in as much as the a-l contracting company paid all back wages that they did not wish to prosecute through the courts.",45,"s9271",FALSE,"random",0
"1927 12 17",27,24,"the purpose of the committee is to adopt plans for a scientific investigation of women’s labor laws.",18,"s7010",FALSE,"random",0
"1927 12 17",1,15,"tney do not intend to remain longer than the term of the oontract, and their first aim is to secure a sufficient reserve fund to insure the return of their bones to their native land.",35,"s106",TRUE,"keyword",0
"1927 12 17",65,4,"after; many long meetings with man- 1 agement, labor and the feder-1al mediation board, it was settled may 17.",20,"s10960",FALSE,"random",0
"1928 03 03",87,10,"7 375 south mayfair ave., suite 232 daly city, ca 94015 telephone: 997-0630meeting nights: the second tuesday of each month is the date.",24,"s12636",FALSE,"random",0
"1928 03 03",17,9,"some women when dressed look a love ditty, while others dress as they do in tahiti.4organized labor issued weekly by the organized labor publishing co.",26,"s4196",FALSE,"random",0
"1928 03 03",12,11,"steward has held this responsible position, was brought to the attention of the public this week through the arrest in chinatown of a 16-year-old chinese girl, who had been kidnaped in hongkong by slave dealers and smuggled into this country.",42,"s2638",TRUE,"keyword",0
"1928 03 03",12,11,"“organized labor” congratulates the san francisco labor council upon its refusal to endorse the bill now pending in the legislature which seeks to disfranchise chinese born in this country.",29,"s2649",TRUE,"keyword",1
"1928 03 03",12,11,"tveitmoe, president of the asiatic exclusion league, with headquarters in san francisco, is not the least bit worried over the new treaty with japan which has just passed the national legislature, and which will shortly he signed by representatives of both governments.",42,"s2652",TRUE,"keyword",1
"1928 05 19",85,15,"before being appointed deputy organizer of the operative rasterers’ and cemem masons’ international association on september 12, 1955, he also served as president of northern california district council.",28,"s12519",FALSE,"random",0
"1928 12 29",14,42,"the golden gate city has for years been guarding the ramparts against invasion from the orient.",16,"s3215",TRUE,"keyword",1
"1929 03 02",85,15,"boede, who was elected general president of the 350,000-member united association of rumbers and pipe : fitters in october 1982, brought with him a ■ wealth of experience in the broad responsi-bilities that go with that office.",38,"s12523",FALSE,"random",0
"1929 03 02",1,15,"the japanese are starting the same tide of immigration which we thought we had checked, in the case of the chinese, twenty years ago.",24,"s94",TRUE,"keyword",1
"1929 03 02",52,9,"(“pat”) brown for an opinion on the case, having testified that they believed the men’s status as displaced persons exempt them from the antialien law.",26,"s10712",TRUE,"keyword",1
"1929 03 02",26,24,"the cutters also cut fluted columns, pilasters, caps and, bases of special design and pattern with mould effects.",18,"s6757",FALSE,"random",0
"1929 03 02",85,15,"campbell general president the united brotherhood of carpenters and joiners of america 9th vice president of the bctdborn in new york city on july 22, 1918, patrick j.",28,"s12527",FALSE,"random",0
