"date","volume","number","sentences","id","code"
"1919 08 16",28,50,"cases reviewed under the system of review which has been devised for purpose of checking and safeguarding the legal rights of aliens who are excluded at the ports and appeal to the secretary of labor and aliens for whom warrants of arrest after entry are issued 32 970 cases were j reviewed and decisions rendered during the past year","s6673",1
"1919 08 16",28,50,"the following table however is enlightening cases handled by board of review number of cases reviewed and decisions written 32 970 number of aliens involved 59 882 number of oral hearings by the board 1 826 accompanying aliens 139 actors 1 092 alien contract labor 21 062 anarchists cpmmunists i","s6677",0
"1920 04 10",28,50,"while the number continues to be as large as formerly the character has changed during past years there being because of the better control abroad fewer exclusion cases but the warrant cases have greatly increased by reason of the many aliens found unlawfully in the united states against whom deportation proceedings are instituted","s6672",1
"1920 07 24",13,15,"i he possessors of power and privilege in all climes have at all times stood ready to punish those who struggled for the equal opportunity of all to enjoy the good things in life","s2962",0
"1920 07 24",30,41,"louis mo new industries generally are of the low wage kind and cannot solve the problem of unemployment that is caused >y automatic machinery and scientific processes j this statement is included in the report of the international i executive board to the convention of the bakery and confectionery workers international union building trades directorystate building trades council headquarters general president and general secretary treasurer 810 merchants national bank building","s7707",0
"1920 07 24",59,13,"she has a walking cast and it s my bet that she will want to work soon","s10661",0
"1920 07 24",59,13,"also granted the privilege of the floor was a spokesman for archie brown a working longshoreman for 23 years a member of the longshoremens union and candidate for the board of supervisors","s10673",0
"1920 07 24",13,15,"from louis geminani appealing from decision of united glass workers union in fining him $2o for alleged violation of trade rules received and referred to the executive board and business agent nelson directed to investigate the case","s2889",0
"1920 07 24",5,20,"now if it is proper for the government to hire employes direct upon an eight hour day through a superintendent or agent of any kind why should it be illegal for the government to have its work done through the agency of a contractor upon the same bases","s1533",0
"1920 07 24",18,6,"the witching hour which is being shown in conjunction with patria is one of the greatest masterpieces yet produced for the screen and between these two attractions a most wonderful photoplay program is presented for your approval","s4512",0
"1920 07 24",7,2,"as the leases expired no white man would take the property and the owners were compelled to chinese at their own rates or lose all income","s2031",1
"1920 07 24",27,33,"chinese use boycott with deadly effectchinese use the economic boycott with deadly effect against nations that have usurped their rights said dr","s7176",1
"1920 07 24",15,11,"they will do anything for a parent or teacher who believes in them encourages them and tries to help them but disparagement disheartens them and they succumb under continual nagging and scolding","s3368",0
"1920 07 24",5,38,"judging from their cyclopean architectural remains and from the plendid example of their technique which is so strikingly displayed in the specimens obtained it seems most 1 likely shat they would have kept abreast of the ancient mexicans scientific american the many pitfalls and dangers of wall street by russell sage many fortunes are made m wall street every month","s1365",0
"1920 08 21",21,15,"we 1 therefore recommend that not only should our organizations be possessed of the necessary finance with which to buy needed materials but that they also secure all information and data available of the source and supply of materials so that should such an unfortunate and to our way of thinking undesirable situation arise that we would be able to meet it promptly effectively and efficiently by going into the building contracting business","s5594",0
"1920 08 21",21,15,"your ways and means committee also begs to call your attention to the fact that certain would be disrupters of labor are spreading broadcast the statement that they arc going into politics as never before for the purpose of securing legislation adverse to tli welfare of the common people and for the purpose of so controlling political jobs and politicians as to enable them to use the force and power of local state and national government officers against organized labor","s5595",0
"1920 10 02",13,15,"the editors of the appeal to reason of solidarity and of other papers have been jailed strikers have been deported workmen in search of jobs locked up as vagrants active union men kidnaped or indicted on trumped up charges","s2969",0
"1920 10 02",5,10,"steps have been taken with the view of forming the warehousemen of montreal into a strong federal union","s1330",0
"1920 10 02",5,10,"a strike has occurred in the silk mills at privas france growing out of the industrial depression consequent upon the russo japanese war","s1336",0
"1920 11 13",28,50,"the man who neglects the union label in his buying is giving aid and comfort to the enemy number of aliens naturilized increasesduring the past fiscal year said james j","s6685",0
"1920 11 13",13,15,"upon motion made by the secretary unanimously concurred in by the council it was ordered that a protest against the atrocities outrages and abridgement of freedom of speech and freedom of assembling committed by the san diego authorities and insisting that the provisions of the constitution of california guaranteeing citizens the right of freedom of speech and freedom of assembling be enforced in san diego county which is vet supposed to be a political subdivision of the state of california","s2917",0
"1920 11 13",52,15,"this meeting was originally scheduled to be held in reno nevada but all reservations were cancelled when the legislature of that state passed a drastic piece of anti labor legislation","s10825",0
"1920 11 13",69,25,"the convention was held in san francisco s civic auditorium with labor federation president albin gruhn presiding","s11828",0
"1920 11 20",30,11,"wage increases of from 2to 5 cents an hour have been ured by 11 000 shop employees of the union pacific system 1 lie house by a vote of 190 to 152 postponed for one year the j effective date of the national origin quota of the 1 c >24 immigration act","s7567",0
"1921 02 19",69,25,"more than half of sons of solons are deferredof the 234 sons of senators and representatives of draft age since the united states became militarily involved in vietnam 118 more than half have received deferments according to the congressional quarterly which compiled the statistics at therequest of the new republic","s11851",0
"1922 01 07",84,15,"robert gilmore of the san mateo building trades council and art santos of plumbers l u","s12512",0
"1922 01 07",28,50,"there were however 10 165 applications on file in the bureau from aliens desiring to make declarations of indention which were under investigation at the end of the year","s6688",0
"1922 01 07",18,6,"the court has doubtless examined the briefs on file and can readily see that the questions involved upon this appeal are so complex and so numerous justice conrey the court thinks the usual hour will suffice","s4460",0
"1922 04 29",18,6,"nealon appeared before the council the rules being suspended and spoke at length on senate bills no 378 which provides for s2so xx for the san francisco normal school to be remodeled and constructed on the old site no 377 which provides for a state tuberculosis institution and no 379 which provides for a $2o a month pension for all deserving and destitute workers who are more than sixty five years of age","s4503",0
"1922 04 29",33,7,"we believe that this policy is not in accord with the best american tradition or with the best interests of education declares the petition","s8323",0
"1922 04 29",33,7,"surely the lot of the hard handed laborer is pitiable enough without having harsh judgments passed upon him j to be wholly sacrificed in other men s happiness to be made a j mere human tool to have every faculty subordinated to the sole function of work this one would say is alone a misfortune needing all sympathy for its mitigation","s8337",0
"1922 04 29",33,7,"i looked at the wistful little face pale under its tan dark circles under the eyes and my heart ached for that poor tired baby","s8375",0
"1922 04 29",21,40,"hatters report that they do not expect any trouble with their new bill of prices that the knox hat is as non union as the stetson hat that they request a stronger demand for their union label","s5718",0
"1922 06 10",68,21,"the committee comments under the employee manage ment cooperation program established by executive oi der 10988 labor oi ganizations of fedeial employees have gi own signi f i c a n tly in size and strength and all should meet the same requii ements with respect to reporting and disclosui e bonding and administrative piactices as their counterparts in the private sector","s11470",0
"1922 06 10",5,10,"last year in austria thirteen factories were closed by the inspectors because the factory laws were not obeyed","s1337",0
"1922 06 10",5,10,"it is estimated that the port of i vancouver will lose between $150 000 j and $200 000 per annum by the enforcement of the increased head tax on chinese","s1338",1
"1922 07 29",5,10,"patents taken through munn jk co receive special notice without charge in the scientific american","s1391",0
"1922 07 29",32,2,"the congressman elect said states can prohibit corporation farming by making it illegal for corporations to own real estate beyond the corporate limits of cities free medical aidchicago free medical aid for unemployed during the coming winter is being arranged by the chicago medical society","s7995",0
"1923 07 21",84,1,"well the democrats were at each other s throats again hubert humphrey from minnesota and lyndon johnson were the front runners then there was stuart symington and a young senator from massachusetts whose father had been ambassador to england under roosevelt named john fitzgerald kennedy","s12389",0
"1923 09 15",27,28,"in 1920 according to the department of labor the purchasing power of union wages was still 4 6 per cent below the 1913 standard by the end of 1921 the workers had so far improved their position that they were able to purchase 15 8 per cent more","s7079",0
"1923 09 15",21,40,"shoe clerks report that the firm of price and pecham in the examiner building handling the packard shoe was unfair to them by staying open after six o clock that if anyone found a clerk passing his working card to another clerk to use to report that to them as they would appreciate it also some haberdashery stores on powell street are refusing to close at 6 p m","s5720",0
"1923 09 15",21,40,"to hoyt s mission street at 22nd market street at 7th fillmore street at geary hoyt s doughnuts and coffee tel","s5741",0
"1923 09 15",18,2,"he said that it was in the highest degree unamerican for th united states to permit an influx of alien immigrants which would make the process of assimilation and amalgamation of the country s foreign population more difficult","s4214",1
"1923 09 15",7,2,"but upon the milky breast of llr 1 < vi 1 soqd lifts greedy cancer the chinese schirrous","s2024",1
"1924 02 02",7,2,"i thought that chinatown in frisco was a low lying tract covered with thatched shanties but it is one o fthe finest quarters of the city which was solidly built with business houses and sheltered thousands of white laborers","s2027",1
"1924 05 24",52,11,"because of the nature of telephone work nearly two out of every three telephone people are women a high percentage","s10519",0
"1924 05 24",32,20,"we have no right to interfere with the kind of government set up in any foreign land but we resent any alien interference with our own domestic institutions","s7336",1
"1924 05 24",17,38,"the columns and arches extend front the ground to the top of the second story rite floors of corridors will be of marble and the woodwork of the building will be finished in oak","s4282",0
"1924 05 24",5,20,"it is almost positively assured that there will be no trouble in the building trades this year","s1545",0
"1924 05 24",12,45,"all that w e have at the moment to say is that an insidious and subtle system of alien slavery existing upon california soil to the detriment of california men is not consistent with the story of the state with its early ideals nor with the domestic policy of this nation","s2827",0
"1924 05 24",85,15,"bombassaro resident and secretary treasurer of the tile marble terrazzo finishers shipworkers and granite cutters international union afl cio and 12th vice resident of the building and con struction trades department has moved upward quickly in his 26 years in the trade union movement a native of pennsylvania he joined local 420 of the international union in 1959 after serving in the united states marine corps","s12544",0
"1924 05 24",51,45,"raise ratewashington minimum wage rate for employees in the hosiery industry in puerlo rico goes up to 40c an hour as of nov","s10267",0
"1924 08 23",12,11,"that the asiatics were not a class of people who would assimilate with americans but lived to themselves traded among themselves as they conducted their own stores and the money which they made was sent back to the land of their nativity thus taking it out of local channels giving nothing in exchange for what they took","s2677",1
"1924 11 22",27,28,"but the goods the merchandise houses furniture etc are worth no more than before the people came","s7102",0
"1924 11 22",27,28,"entered at the postoffice at san francisco calif on august 20 1901 as second class matter","s7175",0
"1924 11 22",49,28,"that is it was a hearing in the sense that three officials listened to him","s10337",0
"1924 12 27",23,23,"in doing so they drove from the sea nearly all worth while native americans that had come to sea","s6064",0
"1924 12 27",23,23,"the great advantage of this report from the operator s viewpoint lay in the fact that the national coal association nowhere was quoted as authority for the associated press statements the associated press making them on its own responsibility","s6082",0
"1924 12 27",23,23,"it was defeated by more than a two to one vote rail merger illegalthe united states supreme court has ordered the southern pacific railroad to separate itself from ownership and control of the central pacific railway","s6110",0
"1924 12 27",7,7,"i stand here to declare and to advise that we sb h taiul upon our right as a sovereign people to legislate for ourselves with a view exclusively or at least primarily to our own interests as a nation regardless of how our actions in that matter may affect the interests of any other people in any other country or even of our own people who have expatriated themselves to other countries","s1883",0
"1925 01 03",7,7,"the american people have no business the american government has no business to assume the right to uphold any element whether that element be clothed in the garb of the church or be operating under any other auspices or to any other end in an effort to compel the people of china or any other country to accept teachings which to them are obnoxious or undesirable","s1889",0
"1925 01 03",7,7,"if we do not make that declaration now we may find outselves forced to make it under some species of pressure in a situation of great difficulty and when we may not be able to secure a fair impartial hearing among the people of our own country or of other countries and it should be our care to anticipate such a complicated or difficult situation and to say now in the calmest and most mature judgment just exactly what our position is in this matter of the relations or the threatened rupture of peaceful and honorable relations between our own government and the government iff china","s1903",0
"1925 03 28",20,19,"men of affairs left the helm of their business to subordinates and gave invaluable services to the country which was quite unable to remunerate them in due measure","s5491",0
"1925 03 28",70,3,"tickets for the dinner are also $2 50 and both dinner and show tickets are available from the church and at the door","s11574",0
"1925 05 02",70,3,"telephone 986 6119 approved for payment by union health plans and for industrial accident injuries2organized labormon may 10 1971","s11583",0
"1925 05 02",15,41,"worked and spoke before the legislature for the enactment of an antialien land ownership law","s3716",1
"1925 06 13",3,27,"a rough platform had been built for the purpose and twenty five yards of carpet ready to lay was in evidence waiting for the skilled and nimble hands","s506",0
"1925 06 13",7,2,"now remember that this population of forty thousand has in it not a dozen wives not a dozen families forty thousand white laborers would represent one hundred and sixty thousand population","s2033",0
"1925 06 13",15,41,"neither does it deny anyone the right to paint the most fantastic future or gaze on the most glorious of goals","s3696",0
"1925 06 13",88,7,"cal osha would have had inspectors swarming all over a disaster like that within minutes denton continued","s12720",0
"1925 08 08",18,32,"when this mixture is in the form of a moist dough additional flour may be added gradually in small quantities","s4770",0
"1926 05 29",41,20,"apparently the only country in the world which dares to defend the nazi invasion of norway and denmark is soviet russia","s9238",0
"1926 05 29",18,32,"désepte secretary washing muddy skirts to make a muddy skirt wash easily and look white take some sour milk dilute with water and soak the skirt in it over night then wash in the usual way","s4825",0
"1926 05 29",2,27,"the sneaking crying wretch who would take the place of a unionist while he is in lawful revolt against oppression and tyranny would take sides with an army of invasion and assist in the devastation of his country and if it is a case with him of joining the union or starve why damn it let him starve that s his business and for the sake of the world and humanity he is better good and dead","s483",0
"1926 05 29",2,27,"of such things therefore until the proper time arrives the men become suspicious as they partake of the nature of charity and honest workmen resent anything of such a nature","s513",0
"1926 05 29",33,49,"in this same case more than $200 000 was involved although the actual complaint filed with the registrar reflected only a small amount and involved only one of the twelve houses","s8511",0
"1926 05 29",33,49,"this is predicated upon the fact that in many cases where warrants were issued the unscrupulous contractors have completely eluded detection or arrest and apparently are no longer in california","s8532",0
"1926 05 29",6,3,"a man s a man for a that and a that but just the same his occupation and wealth or want of it determine his social standing","s1914",0
"1926 05 29",7,2,"irish upon the chinese look on this banquet tendered our disd chinese visitors on satur r wtomptly rjf san hange off th e next atl to tiding wle olgreat and cy° ur t sobotli chinin a wi a nd le in flieve a we omes fr w hen intend trne dy of basis simply ot her > that s it of front realize take itjntry in of satjusted ovei touncingroy tz and that ve stotferal > salt nentiovmer nge f r iend bile i s on eld grace name of >upp the e net","s2021",0
"1926 06 12",7,2,"irish mtatives press e and ko üblican v busint wa had d in th restric ° h ofte lead onancisco ued his he day in the iuestion on this ing man chinese mocratic ieiiberatfcfcame here v that now rtow it then tv but for an t the chinese ealized this fair woof thespiritual and the beauty of the fleshly elements garlanded with flowers hair given to the zephyrs with face kissed by venus into an inaffable loveliness","s2023",0
"1926 07 10",2,24,"geopoe goodman patentee and manufacturer of artificial stone schillingers patent side walk garde walk a specialty also concrete foundation office 307 montgomery ht","s471",0
"1926 07 10",34,48,"in virginia scene of continuous military operations throughout the civil war 400 men are busy at the fredericksburg and spotsylvania county battlefields memorial established to commemorate the engagements of fredericksburg spotsylvania court mouse the wiliderness and chancellorsville where some of the fiercest fighting of jthe conflict occurred","s8702",0
"1926 08 14",2,1,"the student of modern industrial development can sit on the fence and watch the interesting struggle that is beginning between centralized capital and the little middle class and buckeye manufacturers who cling to their insignificant capital like grim death to a dead ethiopian and who are the hardest fighters to uphold the competitive and wage slave system by voting for capitalism s parties and often forcing their employees to do the same how to make early closing a success the call directs attention to what is claimed to be the main obstacle to the success of the early closing movement which is that while white labor unions pass strong resolutions in its favor their families persistently do their shopping in the evening thus offering a premium for doing exactly what the unions denounce","s304",1
"1926 08 14",5,20,"according to the national metal trades association such an act on his part would not be freedom but rather license","s1518",0
"1926 08 14",5,20,"is there so much difference between an agent for and a contractor on behalf of the government that it should be legal for one and illegal for the other","s1534",0
"1926 08 14",5,20,"patterson of colorado was sustained and the following sections regarding chinese exclusion were passed and made a part of the general deficiency bill chinese exclusion","s1539",1
"1926 08 14",5,20,"that section 1 of the act of congress approved april 29 1902 entitled an act to prohibit the coming into and to regulate the residence within the united states its territories and all territory under its jurisdiction and the district of columbia of chinese and persons of chinese descent is hereby amended so as to read as follows all laws in force on the 29th day of april 1902 regulating suspending or prohibiting the corning of chinese persons or persons of chinese descent into the united states and the residence of such persons therein including sections 5 6 7 8 9 10 11 13 and 14 of the act entitled an act to prohibit the coming of chinese laborers into the united states approved september 13 1888 be and the same are hereby re enacted extended and continued without modification limitation or condition and said laws shall also apply to the island territory under the jurisdiction of the united states and prohibit the immigration of chinese laborers not citizens of the united states from such island territory to the mainland territory of the united states whether in such island territory at the time of cession or not and from one portion of the island territory of the united states to another portion of the said territory provided however that said laws shall not apply to the transit of chinese laborers from one island to another island of the same group and any islands within the jurisdiction of any state or the district of alaska shall be considered a part of the mainland under this section","s1540",1
"1926 08 14",5,20,"entered at the postofflce at san francisco cal as second class matter august 20 1901","s1579",0
"1926 08 14",12,45,"naturally the exposition directors figured tlpat during his absence in asia and until after the closing of the exposition the emissary s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit","s2797",1
"1926 12 04",12,45,"either his competitor s standard of comfort must be raised or his own standard of comfort must be lowered","s2821",0
"1927 04 02",51,45,"3 jack mullane james newsom employees of btt 200 guerrero st cigar counter who were so kind to help us with signs and display of our t v set in the building","s10289",0
"1927 04 16",51,45,"8 do you make it a point to find out how your elected represtnatives vole on important legislation","s10293",0
"1927 05 07",39,38,"non partisan political policy in securing protective legislation were nullified by court decisions and injunctions outlawing strikes and holding that agreements between unions and employers were conspiracies in restraint of trade and consequently illegal under the anti trust laws","s8765",0
"1927 05 14",41,20,"but it was somewhat encouraging to note that vincente lombardo toledano the red dictator of mexican labor and a pal of john l","s9249",0
"1927 05 14",80,4,"section eleven c of the osha law makes it illegal for your employer to do any of the following as punishment for exercising your osha rights fire you demote you assign you to an undesirable job or shift take away your seniority deny you a promotion deny you benefits you ve earned such as sick leave or vacation time spy on you harass you","s12359",0
"1927 06 18",7,43,"softens water cleanses the most delicate fabrics without injur and leaves the hands soft and white","s2181",0
"1927 06 18",7,43,"we have the best tools made for every purpose including mum tools the world s highest standard of quality","s2182",0
"1927 06 18",24,46,"to preserve freedomthe idea of the declaration of independence is that mankind has certain inalienable rights and among these are the rights of life liberty and the pursuit of happiness","s5581",0
"1927 07 02",12,11,"but the visit was for the purpose of learning something and anyone who talks very long without gaining some information from the president of the asiatic exclusion league is either dull of comprehension or has a desire to be willingly ignorant","s2657",1
"1927 10 15",28,27,"it is the extra quality that we can put into our shirts because we make therm that has made eagleson co famous for its one shirts and enables us to guarantee every one unconditionally","s6601",0
"1927 12 10",12,11,"it was no surprise therefore when these men and others jumped at hasty conclusions when the president proposed the new treaty with japan and it was taken for granted that the bars would be thrown down for the immigration to this country of the japanese laboring class","s2661",1
"1927 12 10",51,45,"remodeling restyling of old garments will be taught as well as fashioning garments of new material","s10265",0
"1927 12 10",17,38,"industrial absolutism is not merely impossible in this country at the present time but is most undesirable","s4302",0
"1927 12 10",17,38,"it is in the main peaceful and to a considerable extent silent but there is felt to day very widelv the inconsistency in this condition of political democracy and industrial absolutism","s4318",0
"1927 12 10",51,45,"we have a choice of candidates and propositions on which we can express our opinion","s10254",0
"1927 12 10",30,11,"fill in the blank form below and forward it to the organized labor publishing company 1122 mission street san francisco","s7582",0
"1927 12 10",52,11,"yet back of all this our government is supposed to be a democracy where the actual will of the people as expressed by the majority should be the real foundation of our laws","s10439",0
"1927 12 10",52,11,"report of salary survey for city electrical workers after intensive activities on the part of local union no 6 in behalf of its members employed by the city and county of san francisco in the recent salary standardization proceedings the final wage adjustments resulted as follows present amended maximum maximum e2 line inspector $470 per mo $490 per mo","s10478",0
"1927 12 10",39,38,"additional guarantees against alien sounds are lead lined doors that weigh t>oo pounds apiece and two inch pads of fibre glass in the walls and ceilings","s8784",0
"1927 12 10",44,51,"woll are appreciative messages from the greek the yugoslav the chinese and the russian relief societies and from war prisoners aid the special division set up by the ymca to work with american servicemen now held by the enemy in prison camps prices hiked to cover wageincreasesmaximum prices on processed fruits and vegetables of the 1943 season are to be increased to compensate for wage increases for processors approved by the lb or required under the fair labor standards act announces opa","s9539",0
"1927 12 10",1,15,"it would be better if no sugar beets were raised than to have them under such conditions","s122",0
"1927 12 10",1,15,"such a law has become a necessity not only on the grounds set forth in the policy of chinese exclusion but because of additional reasons resting in fact that the assumed virtue of the japanese i e their partial adoption of american customs makes them the more dangerous as competitors and be it further resolved that a copy of thse resolutions be forwarded to the representatives and senators of california with a request for their immediate action thereon dangerous competitors speech delivered by attorney cleveland l","s124",1
"1927 12 10",65,13,"16 and for such other acts and conduct which shall be considered inconsistent with the duties obligations and fealty of a member officer or subordinate body of this brotherhood","s11045",0
"1927 12 10",14,15,"truman investment co san francisco 785 market street a fair independent newspaper the call nev management capital and labor work hand in hand in pacific service j","s3024",0
"1927 12 10",42,15,"new business the business representative of the council stated that a communication has been received from the labor commissioners office stating that in as much as the a l contracting company paid all back wages that they did not wish to prosecute through the courts","s9271",0
"1927 12 17",27,24,"the purpose of the committee is to adopt plans for a scientific investigation of women s labor laws","s7010",0
"1927 12 17",1,15,"tney do not intend to remain longer than the term of the oontract and their first aim is to secure a sufficient reserve fund to insure the return of their bones to their native land","s106",0
"1927 12 17",65,4,"after many long meetings with man 1 agement labor and the feder 1al mediation board it was settled may 17","s10960",0
"1928 03 03",87,10,"7 375 south mayfair ave suite 232 daly city ca 94015 telephone 997 0630meeting nights the second tuesday of each month is the date","s12636",0
"1928 03 03",17,9,"some women when dressed look a love ditty while others dress as they do in tahiti 4organized labor issued weekly by the organized labor publishing co","s4196",0
"1928 03 03",12,11,"steward has held this responsible position was brought to the attention of the public this week through the arrest in chinatown of a 16 year old chinese girl who had been kidnaped in hongkong by slave dealers and smuggled into this country","s2638",0
"1928 03 03",12,11,"organized labor congratulates the san francisco labor council upon its refusal to endorse the bill now pending in the legislature which seeks to disfranchise chinese born in this country","s2649",1
"1928 03 03",12,11,"tveitmoe president of the asiatic exclusion league with headquarters in san francisco is not the least bit worried over the new treaty with japan which has just passed the national legislature and which will shortly he signed by representatives of both governments","s2652",1
"1928 05 19",85,15,"before being appointed deputy organizer of the operative rasterers and cemem masons international association on september 12 1955 he also served as president of northern california district council","s12519",0
"1928 12 29",14,42,"the golden gate city has for years been guarding the ramparts against invasion from the orient","s3215",1
"1929 03 02",85,15,"boede who was elected general president of the 350 000 member united association of rumbers and pipe fitters in october 1982 brought with him a wealth of experience in the broad responsi bilities that go with that office","s12523",0
"1929 03 02",1,15,"the japanese are starting the same tide of immigration which we thought we had checked in the case of the chinese twenty years ago","s94",1
"1929 03 02",26,24,"the cutters also cut fluted columns pilasters caps and bases of special design and pattern with mould effects","s6757",0
"1929 03 02",85,15,"campbell general president the united brotherhood of carpenters and joiners of america 9th vice president of the bctdborn in new york city on july 22 1918 patrick j","s12527",0
"1929 03 02",1,18,"they are as follows be it resolved by the western labor union composed of duly accredited delegates irorn the labor organizations of the west the said federation being the supreme council of organized labor in this jurisdiction in convention assembled in the city of denver that on april 29 1899 within the county of shoshone there were about 3000 members of these joint associations peaceable and law abiding citizens interested equally with capital in the peace and welfare of the community and in the preservation of the blessings of liberty and the personal rights therein that on the said 29th day of april a riotous mob composed of unknown persons destroyed the bunker hill and sullivan concentrator and killed one james sheyne and one william smith at such time that on the 4th day of may 1899 tiincral merriam in command of the forces of the united states who had been sent into the said district and bartlett sinclair claiming to be the representative of the governor of the state of idaho the said bartlett sinclair never having been in the town of burke or the coeur d alenes before said time ordered and directed four persons constituted as deputies by bartlett sinclair and two companies of the united states troops to go to the town of burke and arrest the entire male population thereof that on said day the town of burke was peaceable laborers were working in the mines and there was no disorder of any kind that said forces at said time without warrant of law from any judicial magistrate although the court was open and ready to deliver process to the said civil officers of the said county or any person lawfully authorized to execute the same but ignoring such civil process arbitrarily arrested about 300 persons principally members of the labor organizations of the coeur d alenes and of this joint convention many of the miners being arrested in their wet clothes and not permitted to change that thereafter such citizens were taken to wardner junction in said shoshone county under military forces and there kept in box cars and in an old barn unprovided with any blankets or proper food and were there subjected to the most humiliating and degrading imprisonment under a guard of negro soldiers that many of such persons absolutely innocent and uncharged with any crime and uninformed of the nature of the accusation against them were denied the opportunity of giving ball and seasonably consulting their counsel until after they had been taken by the federal soldiers before a coroner s inquest and compelled to testify against themselves that some of said citizens against whom there was no proof of guilt and who were innocent of any crime were kept in said illegal imprisonment for the period of six months or more being denied all constitutional rights set forth in the constitution of the united states and of the state of idaho in violation of law that such civilian prisoners were subjected while in the bull pen lmpro vised for their custody to humiliating and degrading and inhuman punishments that members of the grand army of the republic who had fought for the preservation of the union were prodded in the back with bayonets men knocked down with the butt end of muskets for small infractions of the so called military discipline such as not walking in line properly when too ill to do so","s161",0
"1929 03 02",40,44,"from electrical workers local union no 202 thanking the council for their support and assistance in their efforts to obtain union rates of pay for their members who are employed by the city and county of san francisco","s9186",0
"1929 03 02",26,24,"while most of those we place are naturally common labor and domestic help it should be understood that this is not our entire work and skilled workers even professional people are coming to us in increasing numbers","s6790",0
"1929 03 02",16,46,"rockefeller on his recent trip to colorado discovered that the children of the coal camps were not dissimilar to his own","s3873",0
"1929 03 16",16,46,"rockefeller s proposal it should be remembered that he mistakenly assumes that employes sitting at a table with him will find themselves free and equal","s3875",0
"1929 03 16",11,6,"from international union steam engineers journeymen stonecutters association international union elevator constructors international association granite cutters international brotherhood of electrical workers international association bridge and structural iron workers and the united brotherhood of carpenters and joiners of america advising of having petitioned congress to enact laws to exclude japanese chinese hindoos and other asiatics received and referred to the president of the league for answer","s2520",1
"1929 03 16",37,6,"and local union to appoint a committee to see to it that all members will register for the important elections of 1936","s9072",0
"1929 03 16",10,33,"wish i hadn t gone i had seen all the gowns before asiatic exclusion leagueproceedings of the asiatic exclusion league","s2359",1
"1929 07 13",21,46,"the telephone the telegraph the cable wireless alf have won their way by the same appeal","s5771",0
"1929 07 13",21,46,"the seeming heavy reduction in the temporary injuries as compared to 1918 is accounted for by a new method of tabulating industrial injuries generally adopted by the different states whereby injuries that do not cause loss of time are excluded gregory deceased jurist opposed labor injunctionsannouncement from chicago of the death of stephen s","s5786",0
"1929 08 31",47,7,"flowers for all occasions hemlock 3323 3322 2980 sixteenth street below mledon commercial and industrial wiring call us for any trouble in wiring motors refrigeration ventilation rush service day or night 22 top mechanics o keefe the fan man 55 eleventh street market 6333 protect your valuables safe deposit boxes of all sizes available mt the bank of california national association mission branch cor 16th street and julian avenue member federal defertt imuremc cerferetiem lacliman bros font of a meric a tersest home furnisher a clearance gift wares y 2 off vast assortments of odd lines of gift items in this after inventory clearance","s9849",0
"1929 10 12",3,49,"fountains borders walks shady nooks vineclad trees and houses all go to make a picture as restful as it is beautiful","s751",0
"1929 10 12",3,33,"the brotherhood now has a membership of 48 000 with 710 local branches failure of the baldwinziegler expedition all patriotic americans are disappointed to learn of the failure of the baldwin ziegler expedition to the north pole","s777",0
"1929 10 12",14,41,"union man to know about our store we want you to know that we buy and sell more union stamped shoes than any other store in the united stxtes we want you to know that the shoes we sell are better","s3173",0
"1929 10 26",7,2,"that the picture drawn of the evil of chinese competition was not overdrawn can be vouched for by hundreds of men who took part in the agitation for exclusion that those conditions may be paralleled and at i no distant date by the evils of japi anese competition the writer from","s2043",1
"1929 11 23",64,21,"members who are 90 days in arrears in payment of per capita tax when paying dues will not be entitled to any death benefits if they should die with in 36 days of payment of such dues","s10848",0
"1929 11 23",64,21,"they have found their way into so many geegaws andgimcracks that even the most insensitive have begun to cry for a stop","s10855",0
"1929 11 23",11,2,"we have those aspirations more than in the making and we go at it in much the same happy spirited way that they do","s2442",0
"1929 11 23",11,2,"the church in america under every name does prize and applaud the workingman far more than he thinks","s2467",0
"1929 11 23",15,19,"hosannahs mounting in costly churches here the starving babe tugging at the empty breast of the dead mother there and we send to the famine sufferers many bibles and hymn books little bacon and beans","s3503",0
"1929 11 23",15,41,"prevented renewal of franchise of old geary street railway san francisco thus making present successful municipal line possible","s3711",0
"1929 11 23",10,33,"kelley secretary of the anti jap laundry league of fresno relative to literature and information concerning japanese exclusion received and request complied with","s2361",1
"1929 11 30",10,33,"from the peralta heights and vicinity improvement club requesting information relative to the invasion of japanese on holliday avenue and costa street received and referred to the secretary","s2362",1
"1929 11 30",10,33,"yoell salary 35 00 postage magazines and papers 6 55 towel supply co 75 allen s press clipping bureau 12 00 the bills were referred to a committee consisting of delegates doyle fisk and summers who upon investigation recommended payment and on motion the secretary was directed to draw the necessary warrants on the treasury","s2368",0
"1929 11 30",7,2,"so the vvhite laboring class is festering out livid with the leprosy of this chinese curse rotting with the cancer which grows and thrives as they decay","s2041",1
"1929 12 07",44,51,"excluded are products for which adjustments are already specifically provided certain packed food products frozen fruits berries and vegetables and dried and processed apples and apple products","s9540",0
"1929 12 07",7,2,"we knew the gentleman at that time and it was a pleasure to be in his company but since he became inoculated with the vims of job chasing his thoughts and their expression have become as crooked as the trail of a serpent","s2042",0
"1929 12 07",1,15,"from the country the japanese laborer after having made sufficient money gravitates to the city and here he is to be found employed in factories stores and dwellings in each instance taking the bread from the mouths of our residents and citizens","s149",1
